R,Homepage.1,1449491788287,459,false,303,475,301,http://www.katespade.co.uk/,text/html,46,0,44,0,94,94,
R,Homepage.1.1,1449491788768,480,false,315,107816,200,http://www.katespade.co.uk/uk/page/home,text/html,0,0,398,76,398,474,
R,Homepage.1.2,1449491789429,47,false,427,954,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/social-icons/instagram.svg,image/svg+xml,0,0,40,0,40,40,
R,Homepage.1.4,1449491789429,89,false,431,794,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/social-icons/youtube-hover.svg,image/svg+xml,38,0,49,0,87,87,
R,Homepage.1.6,1449491789489,45,false,430,738,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/social-icons/tumblr-hover.svg,image/svg+xml,0,0,41,0,41,41,
R,Homepage.1.7,1449491789519,41,false,359,1493,200,http://www.katespade.co.uk/favicon.ico,image/x-icon,0,0,39,0,39,39,
R,Homepage.1.9,1449491789569,50,false,433,1662,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/social-icons/instagram-hover.svg,image/svg+xml,0,0,42,1,42,43,
R,Homepage.1.8,1449491789539,190,false,446,97180,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/november2015/homepage/pop-promo/pop-promo.jpg,image/jpeg,0,0,40,143,40,183,
R,Homepage.1.5,1449491789429,361,false,434,480006,200,http://www.katespade.co.uk/content/ebiz/shop/resources/js/minified/9d17c6e19a19a2ac44e00d14c792cc4e.js?1449131569,application/x-javascript,38,0,43,277,82,359,
R,Homepage.1.11,1449491789749,56,false,425,794,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/social-icons/youtube.svg,image/svg+xml,0,0,40,0,40,40,
R,Homepage.1.12,1449491789789,69,false,408,93554,200,http://www.katespade.co.uk/content/ebiz/shop/resources/js/external/jquery-1.10.2.min.js,application/x-javascript,0,0,39,19,39,58,
R,Homepage.1.13,1449491789809,58,false,433,879,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/social-icons/pinterest-hover.svg,image/svg+xml,0,0,48,0,48,48,
R,Homepage.1.10,1449491789619,269,false,334,120507,200,http://fsm.attraqt.com/zones/481af397-d4d4-4fc2-9523-5d6ebd636e29.js,application/javascript,41,0,48,145,89,234,
R,Homepage.1.14,1449491789879,45,false,402,1582,200,http://www.katespade.co.uk/content/ebiz/shop/page/topbarhelp/icon-track-order.png,image/png,0,0,38,1,38,39,
R,Homepage.1.15,1449491789879,52,false,444,20840,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/september2015/mega/sept-mega-collection.jpg,image/jpeg,0,0,40,8,40,48,
R,Homepage.1.16,1449491789889,49,false,401,2876,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/logo_jackspade.svg,image/svg+xml,0,0,45,0,45,45,
R,Homepage.1.17,1449491789929,52,false,433,19282,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/november2015/homepage/03-mob.jpg,image/jpeg,0,0,39,4,39,43,
R,Homepage.1.19,1449491789939,54,false,431,12189,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/november2015/megamenu/blog.jpg,image/jpeg,0,0,40,3,40,43,
R,Homepage.1.20,1449491789979,50,false,432,606,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/social-icons/facebook-hover.svg,image/svg+xml,0,0,46,0,46,46,
R,Homepage.1.18,1449491789939,95,false,448,46866,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/december2015/homepage/gifts-hero-main-image.jpg,image/jpeg,0,0,39,49,39,88,
R,Homepage.1.21,1449491789999,49,false,368,1263,200,http://www.katespade.co.uk/apple-touch-icon.png,image/png,0,0,44,0,44,44,
R,Homepage.1.3,1449491789429,638,false,716,48897,200,https://cdns.gigya.com/JS/socialize.js?apikey=3_-MbYO6z0WH8S94QI4RRP3FktT41GMGMuJMTqmQ-s8IddgCMaMbxnCxBKmbJ6sGXW,text/javascript,31,186,0,226,388,614,
R,Homepage.1.23,1449491790039,46,false,396,1756,200,http://www.katespade.co.uk/content/ebiz/shop/page/topbarhelp/icon-email.png,image/png,0,0,40,1,40,41,
R,Homepage.1.22,1449491790039,55,false,405,18548,200,http://www.katespade.co.uk/content/ebiz/shop/resources/css/additional.css?=v05052015,text/css,0,0,45,0,45,45,
R,Homepage.1.24,1449491790049,65,false,391,11001,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/logo.svg,image/svg+xml,0,0,62,0,62,62,
R,Homepage.1.25,1449491790089,82,false,425,805,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/social-icons/twitter.svg,image/svg+xml,0,0,51,0,51,51,
R,Homepage.1.27,1449491790119,66,false,431,805,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/social-icons/twitter-hover.svg,image/svg+xml,0,0,63,0,63,63,
R,Homepage.1.26,1449491790089,96,false,387,209536,200,http://www.katespade.co.uk/content/ebiz/shop/resources/css/app.css,text/css,0,0,44,28,44,72,
R,Homepage.1.29,1449491790179,64,false,444,13779,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/december2015/homepage/gifts-hero-header.jpg,image/jpeg,0,0,50,5,50,55,
R,Homepage.1.30,1449491790189,48,false,427,879,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/social-icons/pinterest.svg,image/svg+xml,0,0,45,0,45,45,
R,Homepage.1.32,1449491790239,45,false,396,1844,200,http://www.katespade.co.uk/content/ebiz/shop/page/topbarhelp/icon-truck.png,image/png,0,0,41,2,41,43,
R,Homepage.1.31,1449491790239,60,false,429,28661,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/november2015/homepage/03.jpg,image/jpeg,0,0,43,14,43,57,
R,Homepage.1.28,1449491790129,245,false,390,319746,200,http://www.katespade.co.uk/content/ebiz/shop/resources/css/styles.css,text/css,43,0,54,147,97,244,
R,Homepage.1.33,1449491790249,124,false,435,17841,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/november2015/megamenu/clothing.jpg,image/jpeg,0,0,46,68,46,114,
R,Homepage.1.35,1449491790310,71,false,426,606,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/social-icons/facebook.svg,image/svg+xml,0,0,64,0,64,64,
R,Homepage.1.34,1449491790300,85,false,390,50079,200,http://www.katespade.co.uk/content/ebiz/shop/resources/js/JsMerged.js,application/x-javascript,0,0,43,32,43,75,
R,Homepage.1.36,1449491790410,42,false,396,1550,200,http://www.katespade.co.uk/content/ebiz/shop/page/topbarhelp/icon-pages.png,image/png,0,0,39,0,39,39,
R,Homepage.1.38,1449491790420,49,false,396,2008,200,http://www.katespade.co.uk/content/ebiz/shop/page/topbarhelp/icon-phone.png,image/png,0,0,41,0,41,41,
R,Homepage.1.40,1449491790460,66,false,434,20610,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/november2015/megamenu/jewelry.jpg,image/jpeg,0,0,41,20,41,61,
R,Homepage.1.37,1449491790420,114,false,301,10590,200,http://cdn.5andp.com/geoip/geoip.js,text/javascript,26,0,50,1,76,77,
R,Homepage.1.41,1449491790470,69,false,408,43982,200,http://www.katespade.co.uk/content/ebiz/shop/resources/js/Venda/Widget/countrySelect.js,application/x-javascript,0,0,47,11,47,58,
R,Homepage.1.42,1449491790530,49,false,401,2318,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/icon-live-chat.png,image/png,0,0,44,0,44,44,
R,Homepage.1.43,1449491790540,57,false,437,16873,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/november2015/megamenu/gift-guide.jpg,image/jpeg,0,0,42,7,42,49,
R,Homepage.1.44,1449491790550,53,false,424,738,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/social-icons/tumblr.svg,image/svg+xml,0,0,44,0,44,44,
R,Homepage.1.45,1449491790580,46,false,433,18764,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/november2015/homepage/05-mob.jpg,image/jpeg,0,0,39,5,39,44,
R,Homepage.1.46,1449491790600,47,false,432,15786,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/november2015/megamenu/shoes.jpg,image/jpeg,0,0,40,3,40,43,
R,Homepage.1.47,1449491790600,46,false,398,1726,200,http://www.katespade.co.uk/content/ebiz/shop/page/topbarhelp/icon-returns.png,image/png,0,0,44,0,44,44,
R,Homepage.1.39,1449491790420,244,false,444,134744,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/november2015/homepage/pop-promo/pop-mob.jpg,image/jpeg,0,0,43,198,43,241,
R,Homepage.1.48,1449491790630,45,false,404,2191,200,http://www.katespade.co.uk/content/ebiz/shop/resources/js/external/le-mtagconfig.js,application/x-javascript,0,0,42,0,42,42,
R,Homepage.1.50,1449491790650,48,false,394,3751,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/loading.gif,image/gif,0,0,43,2,43,45,
R,Homepage.1.49,1449491790650,53,false,435,15025,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/november2015/megamenu/handbags.jpg,image/jpeg,0,0,45,3,45,48,
R,Homepage.1.51,1449491790670,44,false,429,10632,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/november2015/homepage/05.jpg,image/jpeg,0,0,38,3,38,41,
R,Homepage.1.52,1449491790680,49,false,438,19041,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/november2015/megamenu/accessories.jpg,image/jpeg,0,0,40,5,40,45,
R,Homepage.1.53,1449491790700,87,false,439,35571,200,http://www.katespade.co.uk/content/ebiz/shop/resources/images/additional-images/november2015/megamenu/new-arrivals.jpg,image/jpeg,0,0,39,46,39,85,
R,Homepage.1.54,1449491792141,139,false,318,44048,200,http://www.googletagmanager.com/gtm.js?id=GTM-524FM8,application/javascript,29,0,38,37,67,104,
R,Homepage.1,1449491791030,1369,false,881,3591,200,https://geoip.katespade.com/GEOIPv2/geoip.php?source=katespade.co.uk&dtype=undefined&dmodel=undefined&bname=Firefox&bversion=24.0&oname=Windows&oversion=7&rwidth=1024&rheight=768,text/html,208,697,0,761,434,1195,
R,Homepage.2,1449491792813,75,false,310,26626,200,http://www.google-analytics.com/analytics.js,text/javascript,21,0,25,23,47,70,
R,Homepage.3,1449491795180,29,false,718,386,200,http://www.google-analytics.com/collect?v=1&_v=j40&aip=1&a=533111413&t=pageview&_s=1&dl=http%3A%2F%2Fwww.katespade.co.uk%2Fuk%2Fpage%2Fhome&ul=en-us&de=windows-1252&dt=kate%20spade%20new%20york%20-%20designer%20handbags%2C%20women's%20clothing%2C%20jewelry%2C%20and%20more!&sd=24-bit&sr=1024x768&vp=1192x750&je=0&fl=9.0%20r31&_u=QGAAgAQ~&jid=864883476&cid=674970944.1449491793&tid=UA-53191646-1&gtm=GTM-524FM8&z=1845147095,image/gif,0,0,24,0,24,24,
R,Homepage.1.55,1449491795901,64,false,779,841,302,http://www.google-analytics.com/r/collect?v=1&_v=j40&aip=1&a=533111413&t=event&ni=1&_s=1&dl=http%3A%2F%2Fwww.katespade.co.uk%2Fuk%2Fpage%2Fhome&ul=en-us&de=windows-1252&dt=kate%20spade%20new%20york%20-%20designer%20handbags%2C%20women's%20clothing%2C%20jewelry%2C%20and%20more!&sd=24-bit&sr=1024x768&vp=1192x750&je=0&fl=9.0%20r31&ec=undefined&ea=undefined&_u=SGCAAAQAI~&jid=870708396&cid=674970944.1449491793&tid=UA-53191646-1&_r=1&gtm=GTM-524FM8&cd1=Guest&cd2=ae&cd3=uk&z=1565420691,text/html,0,0,53,0,53,53,
